직종코드3,직종명3,직종코드2,직종명2,직종코드1,직종명1
152200,금속·재료공학 시험원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
153100,전기공학 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153101,전기기기·제품 개발 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153102,"전기계측 제어 기술자(전기패널, 계장, 공정자동화전기 등)",029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153103,발전설비 기술자,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153104,송·배전설비 기술자,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153105,"전기공사 기술자(전기견적, 공무포함)",029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153106,전기감리 기술자,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153107,전기안전 기술자,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153200,전자공학 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153201,전자부품 개발 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153202,산업용 전자제품 개발 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153203,가전제품 개발 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153204,전자의료기기 개발 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153205,반도체공학 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153206,전자제어계측 기술자 및 연구원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
153300,전기·전자공학 시험원,029,전기·전자 연구 및 공학기술,02,연구 및 공학기술
154100,화학공학 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154101,석유화학 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154102,고무·플라스틱 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154103,도료제품 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154104,화장품·비누제품 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154105,"의약품, 농약, 비료 등 기타 석유화학 기술자 및 연구원",02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
154200,화학공학 시험원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155100,가스·에너지공학 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155101,가스 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155102,"에너지공학 기술자 및 연구원(에너지, 탐사, 시추)",02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155200,가스·에너지 시험원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155300,환경공학 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155301,대기 환경 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155302,수질 환경 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155303,폐기물처리 기술자 및 연구원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155304,환경영향 평가원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155305,"소음진동, 토양 등 기타 환경 기술자 및 연구원",02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155400,환경공학 시험원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
155500,보건위생·환경 검사원,02A,화학·에너지·환경 연구 및 공학기술,02,연구 및 공학기술
156100,섬유공학 기술자 및 연구원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
156200,섬유공학 시험원(섬유·염료),02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
157100,식품공학 기술자 및 연구원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
157200,식품공학 시험원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158100,방재 기술자 및 연구원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158200,소방공학 기술자 및 연구원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158201,소방설계 기술자,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158202,소방시설·설비 시공 기술자,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158203,소방공사 감리 기술자,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158300,소방공학 시험원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158400,산업 안전원 및 위험물 관리원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
158500,비파괴 검사원,02B,섬유·식품·소방·방재·산업안전 연구 및 공학기술,02,연구 및 공학기술
159100,제도사,02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159101,건축 제도사(캐드원),02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159102,토목 제도사(캐드원),02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159103,기계·금속 제도사(캐드원),02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159104,전기·전자 장비 제도사(캐드원),02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159105,3D 프린팅 제도사,02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159106,기타 제도사(캐드원),02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
159900,기타 인쇄·목재 등 공학 기술자 및 시험원,02C,제도사(3D프린팅포함) 및 기타 인쇄·목재 등 공학기술,02,연구 및 공학기술
211100,대학 교수,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
211200,"대학 시간강사(초빙,겸임,BK,강의전담 교수 등 비전임교원 포함)",031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212100,중·고등학교 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212101,국어 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212102,수학 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212103,사회 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212104,과학 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212105,예체능 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212106,실업 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212107,외국어 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212108,진로·교양·기타 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212109,기타 중·고등학교 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212200,초등학교 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212300,특수교육 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
212900,기타 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
213000,유치원 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
232100,보육 교사,031,"대학교수, 학교 및 유치원 교사",03,교육·법률·사회복지·경찰·소방 및 군인
214100,문리·어학 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214101,국어 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214102,수학 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214103,사회 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214104,과학 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214105,성인고시·입사시험 학원 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214106,영어 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214107,중국어 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214108,일본어 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214109,한국어 강사(다문화 언어지도사 포함),032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214110,그 외 외국어 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214111,독서·논술 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214113,그 외 문리·어학 강사,032,문리·어학 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214200,컴퓨터 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214201,"컴퓨터 기초 강사(OA, 워드, 엑셀, 컴퓨터활용능력 등)",033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214202,프로그래밍·웹·웹디자인·DB 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214301,"간호조무사, 간병, 관광안내 강사",033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214302,디자인·캐드 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214303,이미용·예식 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214304,요리 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214305,자동차운전강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214306,건설토목강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214307,기계·금속·전기·전자 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214308,기타 기술·기능 강사,033,컴퓨터·기술·기능계 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214400,예능 강사,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214401,미술 강사,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214402,음악 강사,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214403,무용 강사,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214404,기타 예능 강사(바둑·웅변·연기·꽃꽂이·종이접기 등),034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
214900,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
420401,태권도·검도·합기도 등 무술사범,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
420402,수영·골프·테니스·배드민턴·탁구 등 스포츠 강사,034,예능·학습지·기타 강사,03,교육·법률·사회복지·경찰·소방 및 군인
215100,장학관·연구관 및 교육 전문가,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215101,장학관·연구관·입학사정관,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215102,교재·교구 및 e-learning 교육 전문가,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215200,대학 교육 조교(TA) 및 연구 조교(RA),035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215300,교사보조 및 보육보조 서비스 종사원,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215301,교사 보조원,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
215302,보육시설 서비스 종사원,035,장학관·교육조교(RA포함) 및 교사·보육 보조,03,교육·법률·사회복지·경찰·소방 및 군인
221100,판사 및 검사,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
221200,변호사,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
221300,법무사 및 집행관,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
221400,변리사,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
221900,외국 변호사 등 기타 법률 전문가,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
222000,법률 사무원,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
222001,"법률 사무원(법원, 로펌, 법무사무소 등)",036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
222002,특허·저작권 사무원,036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
222003,법무 사무원(일반 기업체),036,법률 전문가 및 법률 사무,03,교육·법률·사회복지·경찰·소방 및 군인
029905,취업 알선원(직업소개소),037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231100,사회복지사,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231101,사회복지사(사회복지시설),037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231102,사회복지사(공공행정),037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231103,사회복지프로그램 운영자,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231104,방과후 교사 및 지도사,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231200,상담 전문가,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231201,심리상담 전문가,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231202,가족·학교·아동·청소년·노인·중독 등 상담 전문가,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231300,청소년 지도사,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231400,직업상담사,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
231500,시민단체 활동가,037,사회복지·상담·직업상담·시민단체활동,03,교육·법률·사회복지·경찰·소방 및 군인
232100,보육 교사,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
232900,기타 사회복지 종사원,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
232901,노인 생활지도원,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
232902,아동 생활지도원,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
232903,장애인 생활지도원(장애인활동보조원 포함),038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
232904,그 외 사회복지 종사원,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
233100,성직자,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
233900,기타 종교 종사자,038,보육교사·생활지도원 및 종교직,03,교육·법률·사회복지·경찰·소방 및 군인
240100,경찰관 및 수사관,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
240200,소방관,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
240300,교도관 및 소년원학교 교사,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
250100,영관급 이상 장교,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
250200,위관급 장교,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
250300,부사관,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
250900,기타 군인,039,경찰·소방·교도·군인,03,교육·법률·사회복지·경찰·소방 및 군인
301100,전문 의사,041,의사·한의사·치과의사,04,보건·의료
301200,일반 의사,041,의사·한의사·치과의사,04,보건·의료
301300,한의사,041,의사·한의사·치과의사,04,보건·의료
301400,치과 의사,041,의사·한의사·치과의사,04,보건·의료
302000,수의사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
303000,약사 및 한약사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
304000,간호사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
304001,전문 간호사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
304002,일반 간호사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
304003,보건교사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
305000,영양사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
307500,간호조무사,042,수의사·약사 및 한약사·간호사·영양사,04,보건·의료
306100,임상병리사,043,의료기사·치료사·재활사,04,보건·의료
306200,방사선사,043,의료기사·치료사·재활사,04,보건·의료
306300,치과기공사,043,의료기사·치료사·재활사,04,보건·의료
306400,치과위생사,043,의료기사·치료사·재활사,04,보건·의료
306500,물리 및 작업 치료사,043,의료기사·치료사·재활사,04,보건·의료
306501,물리치료사,043,의료기사·치료사·재활사,04,보건·의료
306502,작업치료사,043,의료기사·치료사·재활사,04,보건·의료
306600,임상심리사(심리치료사),043,의료기사·치료사·재활사,04,보건·의료
306700,재활공학 기사(의지보조기기사),043,의료기사·치료사·재활사,04,보건·의료
306900,기타 치료·재활사 및 의료기사,043,의료기사·치료사·재활사,04,보건·의료
306901,언어·청능 치료사,043,의료기사·치료사·재활사,04,보건·의료
306902,놀이·음악·미술·독서 등 치료사,043,의료기사·치료사·재활사,04,보건·의료
306903,운동처방사,043,의료기사·치료사·재활사,04,보건·의료
026302,병원행정 사무원(원무),044,그 외 보건·의료 종사자,04,보건·의료
029210,병원 코디네이터,044,그 외 보건·의료 종사자,04,보건·의료
307100,"응급구조사(인명구조원, 119구조대원 포함)",044,그 외 보건·의료 종사자,04,보건·의료
307200,위생사,044,그 외 보건·의료 종사자,04,보건·의료
307300,안경사,044,그 외 보건·의료 종사자,04,보건·의료
307400,의무기록사,044,그 외 보건·의료 종사자,04,보건·의료
307500,간호조무사,044,그 외 보건·의료 종사자,04,보건·의료
307501,간호조무사(요양병원 제외),044,그 외 보건·의료 종사자,04,보건·의료
307502,요양병원 간호조무사,044,그 외 보건·의료 종사자,04,보건·의료
307600,안마사,044,그 외 보건·의료 종사자,04,보건·의료
307900,기타 보건·의료 종사원,044,그 외 보건·의료 종사자,04,보건·의료
307901,의료 보조원,044,그 외 보건·의료 종사자,04,보건·의료
307902,산후조리 종사원(산모 도우미),044,그 외 보건·의료 종사자,04,보건·의료
307903,기타 보건·의료 서비스 종사원,044,그 외 보건·의료 종사자,04,보건·의료
550101,간병인(재가 제외),044,그 외 보건·의료 종사자,04,보건·의료
550102,재가 간병인,044,그 외 보건·의료 종사자,04,보건·의료
550103,시설 요양보호사(노인요양사),044,그 외 보건·의료 종사자,04,보건·의료
550104,재가 요양보호사,044,그 외 보건·의료 종사자,04,보건·의료
550200,육아 도우미(베이비시터),044,그 외 보건·의료 종사자,04,보건·의료
029902,출판·자료 편집 사무원,051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411100,작가,051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411200,번역가 및 통역가,051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411201,번역가(영어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411202,번역가(중국어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411203,번역가(일본어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411204,번역가(기타 언어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411205,통역가(영어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411206,통역가(중국어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411207,통역가(일본어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411208,통역가(기타 언어),051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411209,수화 및 의료 통역가,051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
411300,출판물 전문가,051,"작가, 통·번역 및 출판물 전문가",05,예술·디자인·방송·스포츠
412000,기자 및 언론 전문가,052,기자 및 언론 전문가,05,예술·디자인·방송·스포츠
412001,신문·방송 기자,052,기자 및 언론 전문가,05,예술·디자인·방송·스포츠
412002,잡지·생활정보지 및 기타 기자,052,기자 및 언론 전문가,05,예술·디자인·방송·스포츠
413100,학예사 및 문화재 보존원,053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
413101,학예사(큐레이터),053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
413102,문화재보존원(컨서베이터),053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
413200,사서 및 기록물 관리사,053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
413201,사서,053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
413202,기록물 관리사(기록물관리전문요원),053,학예사·사서·기록물관리사,05,예술·디자인·방송·스포츠
214401,미술 강사,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
214402,음악 강사,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
214403,무용 강사,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414100,화가 및 조각가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414200,사진작가 및 사진사,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414300,만화가 및 만화영화 작가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414301,만화가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414302,만화영화 작가(애니메이터),054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414400,국악인 및 전통 예능인,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414500,"지휘자, 작곡가 및 연주가",054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414600,가수 및 성악가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414700,무용가 및 안무가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414900,기타 시각 및 공연 예술가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414901,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
414902,동화구연사,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
417100,공연·영화·음반 기획자,054,창작·공연 (작가 및 연극 제외),05,예술·디자인·방송·스포츠
159100,제도사,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415100,제품 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415101,기계·자동차·금속 제품 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415102,조명·전기·전자·통신 기기 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415103,가구 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415104,"팬시, 귀금속, 생활잡화 등 기타 제품 디자이너",055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415200,패션 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415201,의상 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415202,직물(텍스타일) 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415203,가방·신발·엑세서리 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415300,실내장식 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415301,인테리어 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415302,무대·세트·디스플레이 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415400,시각 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415401,광고디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415402,책·인쇄물·출판 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415403,포장(패키지)디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415404,일러스트레이터·삽화가,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415405,색채전문가(컬러리스트),055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415406,기타 시각 디자이너,055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
701603,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)",055,디자이너 (미디어콘텐츠 제외),05,예술·디자인·방송·스포츠
415500,미디어 콘텐츠 디자이너,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
415501,웹 디자이너,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
415502,게임 디자이너,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
415503,그래픽아트 기술자,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
415504,UX/UI 디자이너,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
415505,기타 미디어 콘텐츠 디자이너,056,미디어콘텐츠·UX/UI 디자이너,05,예술·디자인·방송·스포츠
416100,감독 및 기술감독,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416200,배우 및 모델,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416301,아나운서 및 리포터,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416302,쇼핑호스트,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416303,사내(장내) 방송 아나운서,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416400,촬영 기사,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416500,음향·녹음 기사,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416600,영상·녹화 및 편집 기사,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
416700,조명·영사 기사,057,연극·영화·방송 (방송기술 포함),05,예술·디자인·방송·스포츠
